date,usratio,tbratio,close
2017-04-20,0.42035398230088494,2.230769230769231,902.059998
2017-04-21,0.4010989010989011,3.0,898.530029
2017-04-22,0.75,1.9090909090909092
2017-04-23,0.5,3.0
2017-04-24,0.4594594594594595,2.125
2017-04-25,0.32,2.4
2017-04-06,0.463768115942029,2.872340425531915,898.280029
2017-04-07,0.46774193548387094,2.1578947368421053,894.880005
2017-04-04,0.5526315789473685,2.9444444444444446,906.830017
2017-04-05,0.4343065693430657,2.9464285714285716,909.280029
2017-04-02,1.1578947368421053,1.7142857142857142
2017-04-03,0.5342465753424658,4.3,891.51001
2017-04-01,0.7647058823529411,2.625
2017-04-08,0.65,6.5
2017-04-09,0.631578947368421,1.6
2017-03-31,0.48514851485148514,2.4545454545454546,886.539978
2017-04-15,0.9375,3.2857142857142856
2017-04-14,0.42857142857142855,1.5217391304347827
2017-04-17,0.4722222222222222,3.3448275862068964,901.98999
2017-04-16,0.30952380952380953,3.3333333333333335
2017-04-11,0.42924528301886794,2.642857142857143,902.359985
2017-04-10,0.6931216931216931,2.5,907.039978
2017-04-13,0.39094650205761317,1.5217391304347827,884.669983
2017-04-12,0.3682008368200837,2.1052631578947367,896.22998
2017-04-19,0.4117647058823529,2.25,899.200012
2017-04-18,0.6363636363636364,2.4210526315789473,903.780029
