date,usratio,tbratio,close
2016-12-06,0.17647058823529413,1.8888888888888888,19251.7793
2016-09-22,0.19760479041916168,2.806451612903226,18392.46094
2016-09-23,0.2874251497005988,0.9753086419753086,18261.44922
2016-09-20,0.2422360248447205,1.1818181818181819,18129.96094
2016-11-09,0.19047619047619047,3.1481481481481484,18589.68945
2016-09-21,0.16279069767441862,3.142857142857143,18293.69922
2016-12-07,0.2987012987012987,3.923076923076923,19549.61914
2016-09-26,0.20481927710843373,0.7349397590361446,18094.83008
2016-12-04,0.44554455445544555,3.6666666666666665
2016-09-27,0.21951219512195122,1.489795918367347,18228.30078
2017-01-06,0.3493975903614458,1.8846153846153846,19963.80078
2016-09-24,0.5,2.533333333333333
2016-12-31,0.33793103448275863,2.4047619047619047
2016-12-20,0.2903225806451613,1.7708333333333333,19974.61914
2016-09-28,0.21212121212121213,1.9285714285714286,18339.24023
2016-12-21,0.26582278481012656,1.2222222222222223,19941.96094
2016-11-02,0.21212121212121213,0.6904761904761905,17959.64063
2017-02-28,0.22699386503067484,1.5892857142857142,20812.24023
2017-02-26,0.5677966101694916,2.7837837837837838
2017-02-27,0.3333333333333333,3.2142857142857144,20837.43945
2017-02-24,0.4084507042253521,1.6470588235294117,20821.75977
2017-02-25,0.3961038961038961,1.3870967741935485
2017-02-22,0.25,1.872340425531915,20775.59961
2017-02-23,0.21212121212121213,1.5964912280701755,20810.32031
2017-02-20,0.5267175572519084,2.5128205128205128
2017-02-21,0.36054421768707484,4.037037037037037,20743
2016-12-22,0.20481927710843373,1.1176470588235294,19918.88086
2016-12-23,0.15384615384615385,1.3333333333333333,19933.81055
2017-03-30,0.36054421768707484,2.5641025641025643,20728.49023
2017-03-31,0.25824175824175827,1.5,20663.2207
2016-12-26,0.37168141592920356,2.225806451612903
2016-12-27,0.3157894736842105,2.0277777777777777,19945.03906
2016-12-24,0.6666666666666666,0.5862068965517241
2016-12-25,0.24166666666666667,1.8157894736842106
2016-11-05,0.2966101694915254,2.054054054054054
2016-12-28,0.3333333333333333,2.0784313725490198,19833.67969
2016-12-29,0.22699386503067484,1.4310344827586208,19819.7793
2017-02-15,0.2345679012345679,1.7916666666666667,20611.85938
2016-12-13,0.21212121212121213,1.8974358974358974,19911.21094
2016-11-04,0.3939393939393939,1.4225352112676057,17888.2793
2017-01-16,0.3698630136986301,1.7818181818181817
2017-01-17,0.2903225806451613,1.2028985507246377,19826.76953
2017-01-14,0.35555555555555557,1.9772727272727273
2017-03-08,0.2903225806451613,1.3559322033898304,20855.73047
2017-01-12,0.2578616352201258,1.2580645161290323,19891
2017-01-13,0.2810810810810811,2.28,19885.73047
2017-01-10,0.3422818791946309,2.163265306122449,19855.5293
2017-01-11,0.28205128205128205,1.7234042553191489,19954.2793
2016-11-12,0.5157894736842106,1.8571428571428572
2016-11-13,0.30303030303030304,2.9545454545454546
2016-11-10,0.25,3.0,18807.88086
2016-11-11,0.23076923076923078,1.2073170731707317,18847.66016
2016-11-16,0.15606936416184972,1.2857142857142858,18868.14063
2016-11-17,0.21212121212121213,2.5675675675675675,18903.82031
2017-01-18,0.19047619047619047,1.2318840579710144,19804.7207
2017-01-19,0.17647058823529413,0.9113924050632911,19732.40039
2016-12-02,0.13526570048309178,0.9230769230769231,19170.41992
2016-10-18,0.25,3.7083333333333335,18161.93945
2016-12-12,0.17647058823529413,1.3571428571428572,19796.42969
2017-04-20,0.3333333333333333,1.5777777777777777,20578.71094
2017-03-02,0.25,1.6346153846153846,21002.9707
2016-09-30,0.2556818181818182,2.372093023255814,18308.15039
2017-03-01,0.3157894736842105,3.6451612903225805,21115.55078
2016-12-03,0.5853658536585366,2.272727272727273
2017-04-06,0.2422360248447205,1.8,20662.94922
2017-04-07,0.30113636363636365,2.1,20656.09961
2017-04-04,0.15606936416184972,1.6875,20689.24023
2017-03-22,0.2422360248447205,1.0,20661.30078
2017-04-02,0.6666666666666666,2.763157894736842
2017-04-03,0.5037593984962406,2.625,20650.21094
2017-03-27,0.35135135135135137,2.425,20550.98047
2017-04-01,0.9534883720930233,4.636363636363637
