date,usratio,tbratio,close
2016-08-30,0.6260162601626016,2.484848484848485,57.889999
2016-08-31,0.5267175572519084,2.026315789473684,57.459999
2017-04-19,0.9047619047619048,2.46875,65.040001
2016-09-08,0.6949152542372882,1.945945945945946,57.43
2016-09-09,0.4925373134328358,2.025,56.209999
2016-09-04,0.6260162601626016,1.7027027027027026
2016-09-05,0.47058823529411764,2.0
2016-09-06,0.6260162601626016,2.888888888888889,57.610001
2016-09-07,0.5625,2.0294117647058822,57.66
2016-09-01,0.6260162601626016,1.8157894736842106,57.59
2016-09-02,0.4925373134328358,4.0,57.669998
2016-09-03,0.5037593984962406,2.0689655172413794
2016-12-04,0.5748031496062992,1.5277777777777777
2016-12-05,0.4925373134328358,1.9736842105263157,60.220001
2016-12-06,0.8348623853211009,2.566666666666667,59.950001
2016-12-07,0.8348623853211009,3.380952380952381,61.369999
2017-04-11,0.6949152542372882,2.8214285714285716,65.480003
2017-04-10,0.639344262295082,2.057142857142857,65.529999
2016-12-02,0.5461538461538461,2.323529411764706,59.25
2016-12-03,0.49624060150375937,1.7142857142857142
2017-01-30,0.608,2.3214285714285716,65.129997
2017-01-31,0.8478260869565217,2.5833333333333335,64.650002
2016-12-08,0.8181818181818182,2.9642857142857144,61.009998
2017-04-18,0.7543859649122807,2.5517241379310347,65.389999
2017-03-09,0.5503875968992248,2.2941176470588234,64.730003
2017-03-08,0.6611570247933884,2.8076923076923075,64.989998
2016-05-31,0.48148148148148145,1.3529411764705883,53
2016-05-30,0.47058823529411764,0.9795918367346939
2017-03-03,0.7327586206896551,2.8846153846153846,64.25
2017-03-02,0.7241379310344828,2.8076923076923075,64.010002
2017-03-01,1.0408163265306123,3.4583333333333335,64.940002
2017-03-07,0.6311475409836066,3.1481481481481484,64.400002
2017-03-06,0.7543859649122807,3.6666666666666665,64.269997
2017-03-05,0.6528925619834711,3.08
2017-03-04,0.6129032258064516,2.3636363636363638
2016-07-17,0.4925373134328358,2.066666666666667
