username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
,2017-04-23,0,0,"#GoogleAreo is a new app for ordering food or #homeservices in #India http:// buff.ly/2pSqyYQ @Google #Tech #eCommerce #Mobile #PromoApp",,@Google,#GoogleAreo #homeservices #India #Tech #eCommerce #Mobile #PromoApp,"856261145769979906",https://twitter.com/MobilePromoApp/status/856261145769979906
,2017-04-23,0,0,"Love the challenge being sent to other organizations! @Google ? https:// twitter.com/Greenpeace/sta tus/856260162847465477 …",,@Google,,"856261105982857216",https://twitter.com/MBowmanScience/status/856261105982857216
,2017-04-23,0,1,"@LIVErtising I have some troubles to understand where are @Google , @facebook and other platforms in this scheme #Help #AdsBidding pic.twitter.com/lV5B7V5FDd",,@LIVErtising @Google @facebook,#Help #AdsBidding,"856260623348498432",https://twitter.com/Rob_cuv/status/856260623348498432
,2017-04-23,0,0,"https:// goo.gl/0H4JSm @eBay @youtube @Facebook @cnn @BBCBreaking @google @BBCWorld @twitter @cnnbrk @nytimes @globaltimesnews @instagram pic.twitter.com/jwrxiw2twn",,@eBay @youtube @Facebook @cnn @BBCBreaking @google @BBCWorld @twitter @cnnbrk @nytimes @globaltimesnews @instagram,,"856260211874705409",https://twitter.com/usdanie_pcrzukh/status/856260211874705409
,2017-04-23,0,1,"Every time I have to BS an email address I say it's " @google .org"",,@google,,"856260064939782146",https://twitter.com/cynthiajeub/status/856260064939782146
,2017-04-23,0,0,"@google , @ericschmidt You guys wanna explain why you demonetized this video by Lee Stranahan @stranahan ??? Too much truth? Too many facts? https:// twitter.com/stranahan/stat us/856179660710977538 …",,@google @ericschmidt @stranahan,,"856260059508211713",https://twitter.com/70birdie70/status/856260059508211713
,2017-04-23,0,0,"@Google",,@Google,,"856259973524967425",https://twitter.com/Krazimatters/status/856259973524967425
,2017-04-23,0,2,". @Google You KNOW I live in the US. Android Pay with US cards. My Android devices? Registered in the US. How useful do YOU think this ad is? pic.twitter.com/D81gCVrJQa",,@Google,,"856259586696908800",https://twitter.com/Golden_Gaytime/status/856259586696908800
,2017-04-23,0,0,"I think @Google has a crush on me. pic.twitter.com/Wz7dKc5FRe",,@Google,,"856259512998801408",https://twitter.com/ScientistFunk/status/856259512998801408
,2017-04-23,0,0,"32 CPUs, 132 GB RAM donated by @GerritForge for the #GerritCodeReview #Hackathon at @Google #Munich ... horsepower for CI changes is coming",,@GerritForge @Google,#GerritCodeReview #Hackathon #Munich,"856259283805245441",https://twitter.com/GerritReview/status/856259283805245441
,2017-04-23,0,0,"More ways to watch and play with #AR and #VR via @Google http:// buff.ly/2oAMKlI pic.twitter.com/5pkHS8HJ1T",,@Google,#AR #VR,"856259137788940288",https://twitter.com/compumagick/status/856259137788940288
,2017-04-23,1,4,"Please welcome our guest speaker Jonathan Perelman (former @Buzzfeed and @Google executive) to the keynote stage at #AvidConnect 2017. pic.twitter.com/p0vmz3VW2i",,@Buzzfeed @Google,#AvidConnect,"856259030402125826",https://twitter.com/Avid/status/856259030402125826
,2017-04-23,0,0,"@SamsungMobileUS and @Google teamup for next flagship android phone. Now that would be a sight. BUT NO TOUCHWIZ.",,@SamsungMobileUS @Google,,"856259013494943745",https://twitter.com/brzdev/status/856259013494943745
,2017-04-23,0,1,"@HP Here's our class page where we're trying to get #HP #ChromeBooks through #bestbuy Anything would be greatly appreciated!!",,@HP,#HP #ChromeBooks #bestbuy,"856258934327345156",https://twitter.com/can_kyle/status/856258934327345156
